Canonical_SMILES,LD50_mgkg
CCCCc1ccc(C(=O)O)nc1,480.0
CC(C)COC(=O)COc1ccc(Cl)cc1Cl,300.0
O=c1ccc2cc3ccoc3c(O)c2o1,480.0
CC(C)N(CCO)C(C)C,860.0
O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,6000.0
O=C(CS)OCCOC(=O)CS,330.0
CC(C)=CCC(=O)c1ccoc1,25.0
Cc1ccc(N)nc1,200.0
Clc1ccc(OCOc2ccc(Cl)cc2)cc1,5800.0
CCSCC,3415.0
CCSc1nc(=O)n(CC(C)(C)C)c(=O)n1N,3500.0
CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,48.5
CCCCOC(=O)n1c(Br)nc(Br)c1Br,44.0
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,1180.0
CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)OC(C)C1OC=O,39.01
CC(C)OP(C)(=O)OC(C)C,826.0
CCCCC(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1,1490.0
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,106.0
CCCCCCCCN1CCCC1=O,2050.0
CCCCON=O,83.0
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,474.0
CC(C)(CO)S(C)(=O)=O,11300.0
C=COCCOCCO,4930.0
CN(C)C(=O)Nc1ccccc1,6400.0
CC1(C)C2CCC(C=O)C1C2,2300.0
CCC(C(=O)O)C1(O)CCCCC1,4820.0
Nc1ccc(-c2ccc(N)cc2)cc1,309.0
NC(N)=O,8471.0
CCN(CC)C(=S)NN=Cc1ccc([N+](=O)[O-])o1,750.0
CC[N+](CC)(CC)CCO,1000.0
CCCCN(CCCC)S(=O)(=O)c1ccc(Cl)cc1,500.0
CCCN(CCC)CCCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,18.28
Cc1cccc(OC(C)C)c1N(C)C(=O)CCl,950.0
Cc1ccc(N2C(=O)C=CC2=O)cc1N1C(=O)C=CC1=O,2400.0
OCCOCCOCCOCCOc1ccccc1,1260.0
Oc1ccc2ccccc2c1,1960.0
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,2412.0
CCCCCN(CCCCC)N=O,1750.0
CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,9.1
Fc1cc(F)c(F)c(F)c1F,2001.0
O=C(O)c1c(O)c(O)cc2ccccc12,24500.0
O=CC(Cl)(Cl)Cl,480.0
CCCCCCCCN(C)C,162.0
C[Si](Cl)(Cl)CCC(F)(F)F,1000.0
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,183.0
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,2.0
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1100.0
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,4073.0
CC[Si]1(CC)N[Si](CC)(CC)N[Si](CC)(CC)N1,1920.0
CCN(CC)C(=O)c1ccccc1OCCO,750.0
CCC(N)CO,800.0
CNN,58.0
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,251.0
O=C(O)CCC(CC(=O)O)(C(=O)O)P(=O)(O)O,4000.0
CC(C)C(=O)OC(=O)C(C)C,7700.0
CCC(C)C(C)CCOC(C)=O,5001.0
CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C,1750.0
C=CCOc1ccccc1OCC(O)CNC(C)C,214.0
CC(C)(CNc1ccc(N=O)cc1)[N+](=O)[O-],2730.0
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,38.0
Cc1ccc(C)c(C)c1,3280.0
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,710.0
COP(=O)(OC)SC(C)C,108.0
CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,650.0
COc1c(Cl)ccc(Cl)c1C(=O)O,757.0
Cc1cccc(Cl)c1NC(=O)C=C1SCC(=O)N1C,1350.0
Oc1ccc(Br)cc1Br,50.0
CCC(C)(C)OOC(C)(C)CC,1700.0
CCOC(CC(OCC)OCC)OCC,1610.0
Nc1nccs1,480.0
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,406.0
CCCCC(CC)COCCCN,320.0
Cc1ccc(N)cc1[N+](=O)[O-],6860.0
C=CCOC(=O)Cl,244.0
c1ccsc1,1400.0
CCOP(=S)(OCC)SCC(N)=O,10.0
Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O,8980.0
CCCCCCCCCCCCN1CC(C)OC(C)C1,3500.0
NC=O,5577.0
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,7300.0
CC1OC(C)OC(C)O1,1530.0
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2001.0
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],300.0
O=Cc1ccccc1,1300.0
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,17590.0
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,1750.0
CCOP(=S)(OCC)Oc1ccc(C#N)cc1,10.0
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,210.0
CNC(=O)ON=CC(C)(C)SC,0.5
Oc1c(I)cc(I)c(O)c1I,8200.0
C[N+](C)(C)CCO,3400.0
Cc1cc(Cl)ccc1NC=O,564.0
O=C(CCCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1,550.0
CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,820.0
CCNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)c2ccccc12,960.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,3541.0
NC1CCCCC1,11.0
CCOc1ccc([N+](=O)[O-])cc1CNCCBr,25.0
CCN(CC)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,11.169
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,4900.0
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,566.0
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],269.0
CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,7940.0
CC(=O)OC1CCCCC1,6730.0
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,140.0
CC[n+]1c(/C=C2\Sc3ccccc3N2C)ccc2ccccc21,2240.0
Oc1ccc(Cl)c(O)c1,369.0
Cc1ccc2ccccc2c1N,620.0
Cc1ccoc1C,300.0
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,3840.0
C=C(C)C(=O)OCCN(C)C,455.0
CC(C)Nc1ccc(Nc2ccccc2)cc1,720.0
Cc1[nH]c2ccccc2c1/C=C/C1=[N+](C)c2ccccc2C1(C)C,2450.0
CCOC(=O)C1OC1(C)c1ccccc1,5470.0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1850.0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,59.184
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,170.0
O=C1CCc2cc(C(=O)CCN3CCN(c4ccccc4)CC3)ccc2N1,500.0
CC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(C)=O,2200.0
CNCc1cccc2ccccc12,50.0
O=C(O)CCCOc1ccc(Cl)cc1Cl,700.0
CC12CCC3(CCCC(C)(C)C3C1)OC2=O,1600.0
O=CC1CO1,850.0
CC(C)(COCC1CO1)COCC1CO1,4500.0
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)O,2772.0
CCC(CC)C(=O)OCC(Cl)(Cl)Cl,900.0
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,151.0
CCCCC(CC)COCC(CC)CCCC,34000.0
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,5001.0
Oc1nc(Cl)c(Cl)cc1Cl,800.0
CCS(=O)(=O)CCO,18000.0
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1425.0
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,950.0
Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,2001.0
COc1ccc(CC(=S)N(C)C)cc1,22.0
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,4330.0
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,1000.0
c1ccc([Se]c2ccccc2)cc1,360.0
S=c1[nH]c2cc(Cl)ccc2o1,1000.0
C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2230.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(I)c(I)c(I)c(I)c21,2800.0
C=COC(=O)CCC,8530.0
CCC=CCC=O,1560.0
O=S(=O)(N/C(O)=N/C1CCCCC1)c1ccc(Cl)cc1,1525.0
CCCCN1CCOCC1,338.0
CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,3738.0
CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,960.0
COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,42.9
Cc1ccccc1OCC(=O)O,4500.0
Oc1c(Cl)cnc(Cl)c1Cl,80.0
CCCCOCCOCCOCCOCCOCCCC,6500.0
COc1ccc(C=O)cc1,1510.0
CCOC(C(=O)O)(c1ccccc1)c1ccccc1,1000.0
CCC(CO)NCCNC(CC)CO,998.0
C1CCCCC1,12705.0
CCCCCCCC(=O)NO,10700.0
CCc1ccc(C)nc1,368.0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1,3881.0
CCCNCCC,300.0
O=C(O)c1c(Cl)ccc(Cl)c1Cl,650.0
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,2635.0
O=C1NC(=O)C(=O)C(=O)N1,5210.0
CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,1575.0
Cc1cccs1,3200.0
O=C(O)c1cccc(Cl)c1Cl,300.0
CCCCCCCCCc1ccc(OCCOS(=O)(=O)O)cc1,10000.0
C=C(Cl)C(OC(C)=O)OC(C)=O,320.0
O=C(O)C1CSCN1,875.0
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,5900.0
NNCCc1ccccc1,210.0
O=C1C=C2C(=CCOC2O)O1,27.79
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1920.0
CCOP(=O)(OCC)SC,47.1
Cc1cccc(CN(C)N=O)c1,600.0
CCCCN(CCCC)CCOc1ccnc(N)n1,1000.0
CC(=S)Nc1ccccc1,2635.0
CCN(CC)C(=O)CCl,500.0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,28.27
CC1(C)CC(=O)CC(C)(C#N)C1,61.6
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,149.0
CN(N=O)c1cccnc1,10.0
CCOP(=S)(OCC)Sc1ccc(C)cc1,316.0
CCCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,600.0
CC(=O)Nc1cccc(NC(C)=O)c1,10700.0
ClC=CC[N+]12CN3CN(CN(C3)C1)C2,500.0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1000.0
N#CN=C1SCCN1Cc1ccc(Cl)nc1,285.0
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,2700.0
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,2210.0
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1026.0
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,24.0
Cc1nc(N)nc(N)c1-c1ccc(Br)cc1,250.0
CCc1cnc(C(=O)O)c(C(=O)O)c1,3353.0
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,1800.0
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,644.0
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,3458.0
CCCCCCCCCCCCCCCCCC(=O)O,6960.0
CS(=O)(=O)N(Cc1cccnc1)c1ccc(F)cc1F,1063.0
COc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,3.155
CCN(CC)CCSSCCN(CC)CC,340.0
N#CC=CCCC#N,380.0
CCOP(=S)(OCC)OC(C)C,1000.0
C#CCCl,165.0
CCOC(N)=O,1809.0
Cc1cc(OCC(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)ccc1Cl,4000.0
O=C(O)COc1ccccc1,1500.0
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,682.0
C=CC1CC2C=CC1C2,5239.0
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,31000.0
Cc1cc2cccnc2n(-c2ccccc2)c1=O,256.0
C1CN1,15.0
OCC1CC2CC1C1CCC(CO)C21,2250.0
CCCCO,790.0
CCN(CC(F)(F)F)N=O,960.0
CCC(C)CC(CC)N=O,3800.0
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3100.0
OP(OCCCl)OCCCl,260.0
C=CC=C,5480.0
CCO[Si](OCC)(OCC)OCC,6270.0
CN(C)N,122.0
O=C(c1ccc(O)c(O)c1)c1cccc(O)c1O,2001.0
Oc1c(Br)cc(Cl)cc1Cc1cc(Cl)cc(Br)c1O,3700.0
CCC(=O)OC1=C(OC(=O)CC)C(=O)OC1=O,5001.0
CCCCC(CC)CO[Si](O)(O)O,19700.0
CCOP(=O)(CC)Sc1ccccc1,2.75
CCC#N,39.0
S=C1NCNCN1,4.6
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0.02
C=CCO,64.0
CNC(C)CC1CCCCC1,83.0
CC(C)(C)C(=O)COc1ccc(Cl)cc1,4650.0
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,3500.0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,6.01
c1ccc(COCc2ccccc2)cc1,2500.0
CCC(=O)OC(=O)CC,2360.0
CC1(C)COC1=O,1470.0
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,481.0
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,5001.0
CCCCOCCC#N,7460.0
O=C(O)CCCCCCCl,1800.0
N/C(=N\c1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,4000.0
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,7600.0
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,620.0
O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1,7650.0
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,0.8
CCOP(=O)(OCC)SCC1(C)SCCS1,28.0
[H]/N=C(/N/C(=N/[H])NC(C)C)Nc1ccc(Cl)cc1,58.0
BrCBr,108.0
CCCCCC(=O)c1ccc(N)cc1,216.0
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,900.0
CC(=O)ON(C(=O)OC(C)C)c1ccccc1,3400.0
CC(=O)OCCC1=CC2CC(C1)C2(C)C,3000.0
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,220.0
NCC(O)c1ccc(O)cc1,1240.0
Nc1ncc2[nH]cnc2n1,723.0
CC(=O)OCC(C)O,18000.0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,29.0
Cc1ccn(C(N)=O)n1,830.0
CNC(=O)Oc1ccc(NC(C)=O)cc1,794.0
CCN(CC)C(=O)Cc1ccccc1,825.0
CP(=O)(O)CCC(N)C(=O)O,1510.0
Cc1cccc(N=C=O)c1,2926.0
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,100.0
O=C(Cc1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,2001.0
C=C(C)C(=O)CC,419.0
CCO[Si](CCCC#N)(OCC)OCC,4920.0
NCCCC1(CCCN)c2ccccc2-c2ccccc21,620.0
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1717.0
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,2405.0
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,8400.0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,1700.0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2490.0
CCCCCCCCCCCCCC[n+]1ccc(C)cc1,250.0
ClCC(Cl)(Cl)Cl,670.0
CC(O)CN(CC(C)O)c1nc(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccc(S(=O)(=O)O)cc5)nc(N(CC(C)O)CC(C)O)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,12080.0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,245.0
CCNCc1cc([N+](=O)[O-])ccc1O,1014.0
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,1037.0
CCOC(=O)CSP(=O)(OC)OC,385.0
Nc1ccccc1O,951.0
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,747.0
Clc1ccc(Cl)cc1,500.0
N#CC(N=Nc1ccc(C(F)(F)F)cc1)=NNc1ccc(C(F)(F)F)cc1,613.0
O=C(CF)NC(=O)Nc1ccccc1,25.0
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,3200.0
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,660.0
CCCCCCC(=O)NO,3200.0
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,113.0
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,625.0
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,268.0
C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,180.0
CC(=O)OC(C)CC(C)C,6160.0
CCCC[P+](CCCC)(CCCC)CCCC,420.0
CC(C)=C1CCC(C)CC1=O,470.0
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,4900.0
C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,900.0
CCOC(=O)C1=C(COCCOCCN)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,136.0
CCC(CC)CN,310.0
N#Cc1cccnc1,1185.0
Nc1cc(N)cc(C(F)(F)F)c1,380.0
Clc1ccc(Cl)c(Cl)c1,756.0
C#CC(O)CCC,126.0
NC(=O)N1CCC(c2ccccc2)CC1,790.0
CC(=O)N(OCCN(C)C)C12CC3CC(CC(C3)C1)C2,630.0
CCc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,4450.0
CC(C)=NN=C(C)C,423.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,8260.0
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,6400.0
C=CCOc1ccc(C2c3ccc(OC)cc3OC(C)(C)C2c2ccccc2)cc1,500.0
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,2494.0
O=C(O)CN(CC(=O)O)CC(=O)O,1100.0
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,14.0
COc1ccccc1OCC1CNC(=O)O1,3820.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2750.0
OCCOCCOCCO,17000.0
O=[N+]([O-])c1ccc(O)c(CNCCO)c1,23.0
CP(Cl)Cl,830.0
CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1,5001.0
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,30.0
CCCCc1ccc(C(=O)c2ccccc2F)cc1,800.0
C=CCOC(=O)C=Cc1ccccc1,1520.0
Fc1cc(F)c2nc(C(F)(F)F)[nH]c2c1F,2.293
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC,1680.0
CC1(C)C2CCC1(C)C(O)C2,5800.0
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,976.0
ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,12500.0
O=C1CCCCC/C=C\CCCCCCCCO1,339.0
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,200.0
CO,6200.0
O=Nc1ccc(N=O)cc1,1020.0
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,6500.0
c1ccc2[nH]c(-c3cscn3)nc2c1,3100.0
O=NN1CCOCC1,282.0
CC(=O)OC1CCC(C(C)(C)C)CC1,5001.0
CCOC(=O)c1noc(C)c1C(C)=O,1000.0
O=C(O)c1ccccc1-c1ccccc1CO,6500.0
COc1ccc(N)cc1,1320.0
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,813.0
CC=CC=CC(=O)O,7160.0
CC1=CCC2CC1C2(C)C,3700.0
Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,5001.0
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,563.0
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,8.0
C=Cc1ccccc1Cl,5200.0
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,445.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2500.0
Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,1840.0
COP(=O)(OC)SCCSC,20.0
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,400.0
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],850.0
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,7350.0
CCO[Si](C)(C)c1ccccc1,2460.0
CC(C)(COC(N)=O)COC(N)=O,2508.0
O=c1[nH]nc(-c2ccccc2)c2conc12,1000.0
CCC(C)=CCCC(C)=O,3570.0
CCCCCCCCCCCCOC(=O)c1ccccc1,34500.0
O=C(O)CCSCCC(=O)O,3000.0
COc1ccc(C(=O)CCC(=O)O)c2c(C)c(C)oc12,2180.0
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1000.0
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,243.0
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,18160.0
O=C(O)CCCC(=O)O,6000.0
CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,1230.0
[H]/N=C(/NCCCCCCN/C(=N/[H])N/C(=N/[H])Nc1ccc(Cl)cc1)N/C(=N/[H])Nc1ccc(Cl)cc1,1180.0
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,20000.0
CCOP(=O)(O)O,1600.0
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,12080.0
Cc1cc2c(cc1C)C(=O)c1n[nH]nc1C2=O,980.0
Cc1cc2[nH]c(C(F)(F)F)nc2cc1Cl,55.0
CN(C)C(CSC(N)=O)CSC(N)=O,340.0
CN(C)CCCN(C)C,624.0
CC(=O)C(C)(C)C,610.0
Nc1ncnc2[nH]cnc12,227.0
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(O)=N1,1493.0
C[Se]C,2100.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,84.0
CN(C)CCC=C1c2ccccc2CSc2ccccc21,260.0
Cc1ccc(Oc2cc(SCC(=O)NN)ncn2)cc1,460.0
N#CN,133.5
COC(=O)C(c1ccccc1)C1CCCCN1,350.0
Cc1ccc(C#N)cc1,3800.0
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,12918.0
CN(c1ccc(F)cc1F)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,250.0
CN1C(=O)CN=C(c2ccccc2F)c2c1ccc(NC(=O)N1CCOCC1)c2Cl,1250.0
N#Cc1cc([N+](=O)[O-])ccc1N,3884.0
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,680.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,4166.0
O=P(O)(O)OCC(Cl)(Cl)Cl,850.0
Cc1ncc([N+](=O)[O-])n1CCO,3000.0
CCOP(=S)(OCC)Oc1cnccn1,3.5
CC(C)(OO)c1ccccc1,382.0
O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1,4100.0
CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC)C1C1=COCCO1,2001.0
CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,525.0
FC(F)(F)c1nc2c(Br)cccc2[nH]1,28.0
O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,4300.0
Cc1ccccc1,636.0
C[N+]1(CCF)C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,740.0
COP(=O)(OC)SC(C)(C)C,63.4
Cc1c(O)c(=O)ccn1C,2001.0
CCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,529.0
C=C(C)C(=O)OCC,14800.0
CCN(CC)CCCN,410.0
CCCSP(C)SCCC,2.24
O=C(Oc1ccccc1)Oc1ccccc1,1500.0
CCCCCCCCCC=CCC1CC(=O)OC1=O,2001.0
