LD50_mgkg,Canonical_SMILES
383.0,Cc1cccc(N2CCN(CCCCN3C(=O)CNC3=O)CC2)c1
441.0,N#CC#CC#N
912.0,c1ccc2c(NCCCN3CCOCC3)n[nH]c2c1
220.0,CCN(CC)CCOCc1cc(Br)ccc1OC
500.0,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)=C2c1ccc(OCCO)cc1
175.0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl.Cl
3730.0,CCN(CC)NNCCCO
2300.0,Nc1cccc(-n2ccccc2=O)c1
27.0,CNC(=O)Oc1ccc(NC(=O)OC)c(C(C)C)c1
800.0,NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1
3.434,FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)c(Br)c2[nH]1
310.0,CC(OCCCl)OCCCl
2508.0,CC(C)(COC(N)=O)COC(N)=O
1050.0,O=c1[nH]c2cc(Br)ccc2o1
300.0,CP(=O)(O)F
650.0,COc1cc(C(=O)OC2CCC(N3CCCCC3)CC2)cc(OC)c1OC
18.28,CCCN(CCC)CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
375.0,Cc1[nH]ncc1Cl
420.0,CN=NNc1ccccc1
22.0,CN(CCCl)N=O
73.0,N#CSc1cccc(C(=O)O)c1
500.0,C=C(C)C1CCC(C)(OP(=S)(OC)OC)CC1
275.0,CCOC(=S)SSSSC(=S)OCC
417.0,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
400.0,CC(C)c1cccc(OC(=O)N(C)N=O)c1
1950.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl
185.0,Cc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1.Cl
160.0,c1nc(NC2CC2)c2ncn(CC3CC3)c2n1
1140.0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(SC(C)C)c1
480.0,O=c1ccc2cc3ccoc3c(O)c2o1
90.0,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4
3929.0,Cc1nc(C)c(C(=O)Nc2ccccc2)s1
1000.0,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl
15.174,O=[N+]([O-])c1cc2nc(C(F)(F)F)[nH]c2cc1[N+](=O)[O-]
19.21,FC(F)(F)c1nc2c(Cl)cccc2[nH]1
550.0,O=C(CCCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1
900.0,O=NN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O
2200.0,CCCCC(C)(C)CO
10.0,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(C)c1
15000.0,CC1=C(C(=O)Nc2ccccc2)CCCO1
42.0,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
1159.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
3270.0,Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N
125.0,CN(C)C(CSC#N)CSC#N.O=C(O)C(=O)O
91.0,CCN(CC)c1cccc(OC(=O)NC)c1
660.0,FC(F)(F)c1nnc2c3ccccc3ccn12
4800.0,CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12
4120.0,Nc1c(Cl)cc(Cl)cc1C(=O)O
2035.0,O=C(Nc1cccc(Cl)c1)OCC#CCOC(=O)Nc1cccc(Cl)c1
62.0,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C
3.663,O=[N+]([O-])c1ccc2nc(C(F)(F)F)[nH]c2c1
6.332,FC(F)(F)c1nc2c(Cl)cc(Cl)c(Cl)c2[nH]1
136.0,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O
1200.0,CCN(CC)CCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12.Cl
1000.0,CN1CN(CC(=O)O)CSC1=S
284.0,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1
1760.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)F
780.0,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
787.0,COc1cc(C)c2[nH]c(C)c(CCN3CC4CCC(CC4)C3)c2c1
1410.0,Nc1cccc([O-])c1.[Na+]
1530.0,C=C(OP(=O)(OCC)OCC)c1ccc(Cl)cc1Cl
1283.0,O=C(O)CCC(=O)c1ccc2oc3ccccc3c2c1
815.0,Cc1nc(-c2cccnc2)sc1[N+](=O)[O-].Cl
9.016,FC(F)(F)c1ccc2nc(C(F)(F)F)[nH]c2c1
253.0,Nc1nncs1
19.321,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c12
1800.0,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21
2140.0,O=C(O)CCC1(CCC(=O)O)c2ccccc2-c2ccccc21
3561.0,CC(C)=CC(N)=O
1180.0,COc1ccc([N+](=O)[O-])cc1Cl
4500.0,Cc1cc(C)c(Cc2cc(C)c(C)cc2C)cc1C
18000.0,CCS(=O)(=O)CCO
155.0,Cc1ccc(=O)n(CSP(=S)(OC(C)C)OC(C)C)n1
2.4,Cc1[nH]c(=O)[nH]c(=O)c1N(CCCl)CCCl
3000.0,CC(=O)N[C@@H](CS)C(=O)O
46.0,C=CC=O
170.0,C=CC(N)=O
93.0,C=CC#N
500.0,Nc1ccc(-c2ccccc2)cc1
11900.0,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
1850.0,CC(=O)Oc1ccccc1C(=O)O
1230.0,OCc1ccccc1
900.0,O=NN(Cc1ccccc1)Cc1ccccc1
1700.0,Oc1ccc(Cl)cc1Cc1ccccc1
4450.0,NC(=O)Cc1c([O-])on[n+]1Cc1ccccc1
10.0,C=C1CC[C@H](O)CC1=CC=C1CCC[C@]2(C)[C@@H]([C@H](C)C=C[C@H](C)C(C)C)CC[C@@H]12
294.0,O=[N+]([O-])c1ccc(Cl)cc1
464.0,Cc1ccc(Cl)cc1N
320.0,C=C(Cl)C(OC(C)=O)OC(C)=O
2000.0,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1
3960.0,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1
450.0,C=CC(=C)Cl
1950.0,CC=CCl
5300.0,c1ccc2sc(SNC3CCCCC3)nc2c1
600.0,CCCCOC(=O)COc1ccc(Cl)cc1Cl
1000.0,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1
200.0,CN(C)c1ccc(N=Nc2ccccc2)cc1
5910.0,COP(=O)(OC)N1CCOCC1
4390.0,CC(=O)N(C)C
940.0,O=NN1CN2CN(C1)CN(N=O)C2
177.0,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
130.0,CC(=O)OCN(C)N=O
2500.0,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
1100.0,CCCCc1ccc(C)cc1O
900.0,S=C1NCCN1
2053.0,CCCCC(CC)CO
30000.0,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
420.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
1200.0,Oc1cccc2cccnc12
16000.0,O=c1c2cccnc2oc2c(Cl)cc(-c3nn[nH]n3)cc12
7.0,COP(=S)(OC)SCN1C(=O)CCC1=O
920.0,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
1700.0,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
2066.0,CC(C)(C)CCCCC(=O)O
32.0,COc1nn(CSP(=S)(OC)OC)c(=O)s1
1140.0,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
10.0,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1Cl
135.0,COc1c(OP(=S)(OCC(C)C)OCC(C)C)cnn(C)c1=O
4450.0,CCc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1
529.0,CCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
30.0,COc1ccc([N+](=O)[O-])cc1CNCCO
214.0,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl
30.54,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F.Cl
162.0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
400.0,Oc1ccccc1
310.0,CN(C)N=Nc1ccccc1
2900.0,c1ccc2c(c1)ncn2P(n1cnc2ccccc21)n1cnc2ccccc21
56.2,O=C([O-])Cc1ccccc1Nc1c(Cl)cc(Cl)c2ccccc12.[Na+]
380.0,CC1CO1
1250.0,CCCc1cc(=O)[nH]c(=S)[nH]1
14200.0,O=C1NS(=O)(=O)c2ccccc21
14200.0,O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]
660.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
2310.0,Oc1ccc2ccccc2c1Cl
150.0,CCCCNC(=S)Nc1ccccc1
150.0,CCOP(=S)(OCC)SCSC(=S)N(C)C
560.0,CN(C)C(=S)SSC(=S)N(C)C
130.0,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
837.0,ClCC(Cl)Cl
820.0,Oc1c(Cl)cc(Cl)cc1Cl
3320.0,CCCCCCCc1ccc(C)cc1O
4000.0,CCCCCCCCCc1ccc(C)cc1O
794.0,O=P(OCCCl)(OCCCl)OCCCl
5240.0,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
800.0,CCCCc1ccc(C(=O)c2ccccc2F)cc1
1850.0,S=C([S-])NCCNC(=S)[S-].[Zn+2]
7000.0,O=C(O)CCCCCC(=O)O
810.0,CCN(COC(C)=O)N=O
1000.0,CCCN(COC(C)=O)N=O
3500.0,CC(=O)CCC=C(C)C
2000.0,O=C([O-])c1ccccc1O.[Na+]
610.0,CC(=O)C(C)(C)C
198.0,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1
726.0,ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1
307.0,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1
125.0,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12
800.0,CCCC(=O)OCN(C)N=O
1300.0,CCN(CC)CCO
93.0,C#CCO
3700.0,CC(O)CC(C)(C)O
710.0,ClCCOCCC(OCCCl)OCCCl
3870.0,CC(=O)CCC(C)C
1670.0,CCCCCC(C)=O
980.0,OCCN(CCO)c1ccccc1
125.0,C=CCC1(C(C)CCC)C(=O)N=C([O-])NC1=O.[Na+]
1500.0,CCc1c(C)nc2cc(C)cc(C)n2c1=O.Cl
2830.0,Oc1ccc(C2=CCCCC2)cc1
980.0,Cc1cc2c(cc1C)C(=O)c1n[nH]nc1C2=O
2262.0,CCN(CC)c1ccc(C=O)c(O)c1
2112.0,CCOP(=O)(O)CC
250.0,Cc1nc(N)nc(N)c1-c1ccc(Br)cc1
2000.0,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
2200.0,Cc1ncc2coc(OCCO)c2c1O.Cl
2150.0,Cc1ncc(CSSCc2cnc(C)c(O)c2C)c(C)c1O.Cl.Cl
7210.0,Nc1ccc(-c2ccc(-n3nc4ccc5c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc5c4n3)cc2)cc1.[K+].[K+]
1717.0,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
1190.0,Cc1cc(Cl)ccc1O
20.0,CC(=O)N(C)N=O
145.0,NCC(CC(=O)O)c1ccc(Cl)cc1
3500.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
821.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
120.0,O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1
0.62,C=C1C(=CC=C2CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
3250.0,C=COC(=O)c1ccccc1
10000.0,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
744.0,NC(=O)OCC(O)COc1ccc(Cl)cc1
251.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
13.0,O=C([O-])Cc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1ccccc1.[Na+]
415.0,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
392.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
28.27,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
108.0,COP(=O)(OC)SC(C)C
710.0,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
1784.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
4049.0,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
500.0,CCOc1ccccc1N1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1
500.0,Cc1ccc(C2=CCN(CCC(=O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1
480.0,CCCCc1ccc(C(=O)O)nc1
2315.0,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
1510.0,COc1ccccc1OCC(O)CO
1050.0,N=C(N)NCCN1CCCCCCC1
832.0,COc1c2ccoc2cc2oc(C)cc(=O)c12
1800.0,O=C(O)CCCCCCCl
2500.0,CCOC(=O)c1c(C)cc2nc(COC(=O)NC)n(-c3ccccc3Cl)c(=O)c2c1C
13300.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I
365.0,CC(C)NNC(=O)c1ccncc1
740.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C
10.0,O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O
5000.0,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
367.0,COC(=O)C(c1ccccc1)C1CCCCN1
1600.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
91.0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
2738.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
825.0,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
1653.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
163.0,O=C1c2ccccc2C(=O)C1c1ccccc1
370.0,CC1NCCOC1c1ccccc1
200.0,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
460.0,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
170.0,CN1CCCN=C1C=Cc1cccs1
15900.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
2739.0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
3500.0,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
1450.0,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C
1850.0,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
1698.0,CCCCc1c(OC(=O)C23CC4CC(CC(C4)C2)C3)n(-c2ccccc2)n(-c2ccccc2)c1=O
1780.0,Clc1ccccc1CN1CCc2sccc2C1
1.443,FC(F)(F)c1nc2c(Cl)cc(I)cc2[nH]1
77.0,Cc1cc2[nH]c(C(F)(F)F)nc2cc1Br
41.0,CN(C)C(=O)Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12
9.644,Fc1c(Br)c(Br)c2nc(C(F)(F)F)[nH]c2c1Br
58.0,Cc1c(C)c(C)c2[nH]c(C(F)(F)F)nc2c1C
3200.0,Cc1ccc([N+](=O)[O-])cc1
396.0,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
600.0,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
40.0,NS(=O)(=O)CCNC(=O)N(CCCl)N=O
2000.0,COc1ccccc1N
138.0,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
2050.0,N#Cc1ccc(Cl)c([N+](=O)[O-])c1
3860.0,CC(Cl)(Cl)C(=O)[O-].[Na+]
826.0,CC(C)OP(C)(=O)OC(C)C
1000.0,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl
3930.0,COCCO
5000.0,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
4250.0,
690.0,Nc1cc(Cl)ccc1O
290.0,NC1(C(=O)O)CCCC1
6350.0,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1
480.0,Nc1nccs1
2383.0,Brc1ccccc1
44.0,CC(C)(C)N
815.0,CC(C)(C)c1ccc(O)c(O)c1
500.0,ClC=CC[N+]12CN3CN(CN(C3)C1)C2.[Cl-]
3150.0,O=Cc1ccccc1Cl
792.0,NCCCCCCN
300.0,O=C(O)c1cccc(Cl)c1Cl
30000.0,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
676.0,C1=CC2C3C=CC(C3)C2C1
258.0,CC(C)CNCC(C)C
455.0,C=CC(=O)OCCN(C)C
1870.0,CN(C)CCCN
4390.0,CCOCCOCC
1780.0,CCN1CCOCC1
210.0,C=CC(=O)OCC1CO1
4290.0,O=CC=O
2700.0,CCCCCCCCCCCC(=O)N(CCO)CCO
3400.0,COC(=O)c1ccccc1
3900.0,Cc1ccc(CO)cc1
459.0,C=CC(C)C#N
1391.0,CNCCO
1500.0,COC=O
887.0,COC(=O)c1ccccc1O
255.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl
2500.0,c1ccc(COCc2ccccc2)cc1
268.0,CN(C)CCN(C)C
920.0,CN(C)C(=S)N(C)C
700.0,c1ccc(P(c2ccccc2)c2ccccc2)cc1
595.0,O=c1nn[nH]c2ccccc12
1200.0,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1
4200.0,CC(C)(C)C1CCC(O)CC1
5170.0,CC1=CCC(C(C)(C)O)CC1
1790.0,CCCS
13400.0,CC(=O)OCC(C)C
11300.0,COCCOCCOCCO
12800.0,CCCCCCCCCCCCO
32000.0,CCCCCCCCCCCCCCCCCC(=O)OCCCC
1960.0,Oc1ccc2ccccc2c1
1700.0,CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)[O-].[Na+]
154.0,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1150.0,FC(F)(F)c1ccc(Cl)c(Cl)c1
3415.0,CCSCC
5300.0,C=CC(=C)CCCC(C)(C)O
694.0,COP(=S)(S)OC
2960.0,C=C[Si](OCCOC)(OCCOC)OCCOC
2574.0,CO[Si](CCCNCCN)(OC)OC
2100.0,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1
1830.0,C=CC(=O)NC(C)(C)CS(=O)(=O)O
1690.0,CC(CN)CCCN
5000.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+]
1020.0,O=Nc1ccc(N=O)cc1
2500.0,CC(C)CC(=O)O
2504.0,CCCOCC(C)O
850.0,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl
430.0,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1739.0,CC(O)CN(C)C
655.0,Cc1ccc(N)cc1Cl.Cl
2710.0,N#Cc1c(Cl)cccc1Cl
3700.0,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1020.0,O=c1[nH]sc2ccccc12
0.16,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21
1100.0,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1
35.0,Cc1c(F)c(F)c(COC(=O)[C@H]2[C@@H](C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F
315.0,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1
6000.0,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl
1370.0,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+]
1620.0,CCCCCCCCCc1ccc(O)cc1
5000.0,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl
405.0,CCNCC.O=C(O)COc1ccc(Cl)cc1Cl
3900.0,O=C1CC=C([O-])N=N1.[K+]
270.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
6500.0,CCCCCCCCCCCCCCCCCCN(C(=O)CC(C(=O)[O-])S(=O)(=O)[O-])C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+].[Na+]
410.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
63.0,CCSCCSP(=O)(OC)OC
3.27,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
661.0,CC=O
470.0,C=CCCC(=O)Cl
6850.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O
3.7,CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
36000.0,CSCC[C@H](N)C(=O)O
1049.0,CO[Si](OC)(OC)c1ccccc1
2400.0,Cc1ccc(Cl)cc1Cl
7940.0,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O
72.0,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1
2820.0,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl
2645.0,CC1CN(C2CCCCCCCCCCC2)CC(C)O1
45.0,NCc1cc(O)no1
320.0,O=C([O-])C=CCl.[Na+]
2500.0,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)C)O4
460.0,COc1ccc(N)cc1N
102.0,OCC=CCl
50.0,CNC(=O)Oc1ccc(SC)c(C)c1
1150.0,CCc1occc(=O)c1O
6000.0,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C
760.0,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
1791.0,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
5000.0,O=S(=O)([O-])c1cccc(N=Nc2ccc(Nc3ccccc3)cc2)c1.[Na+]
1072.0,COC(=O)C(Cl)Cc1ccc(Cl)cc1
445.0,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1
5000.0,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
28.5,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1
3.5,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N
500.0,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1
1870.0,CNC(=O)OCc1ccc(Cl)c(Cl)c1
563.0,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O
2580.0,CC(=O)Nc1ccc(C)c(NS(=O)(=O)C(F)(F)F)c1
2890.0,O=[N+]([O-])c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1
34000.0,CCCCC(CC)COCC(CC)CCCC
96.0,COP(=O)(OC)OC1=C(Cl)C2C=CCC12
1324.0,CC1(C)[C@H](C=C2CCSC2=O)[C@@H]1C(=O)OCc1coc(Cc2ccccc2)c1
230.0,CCCCCCCCCCCC[n+]1ccc2ccccc2c1.[Br-]
914.0,CCCCOC(=O)COc1ccc(Cl)cc1C
6000.0,Cc1ccccc1C(=O)Nc1ccccc1
57.0,COC(=O)N(C)C(=O)CSP(C)(=S)OC
360.0,C=CC[N+]1(CCC(C)CCCC(C)C)CCCCC1.[Br-]
192.0,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1
58.0,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+]
141.0,CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1
0.43,CC(=O)O[C@@H]1C[C@]2(O)[C@H](CC[C@]3(C)[C@@H](c4ccc(=O)oc4)CC[C@@]32O)[C@@]2(C)CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C12
2000.0,CCOCCOCCOC(C)Oc1ccc2c(c1)OCO2
2000.0,C=C[Si](C)(C)Cl
70.0,Clc1sc(Cl)c(Cl)c1Cl
295.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
743.0,Cc1cc(C)c(N)c(C)c1
10125.0,CCOP(=O)(O)C(N)=O
2830.0,N#CCCOCCC#N
2570.0,Cc1ccc(S(=O)(=O)O)cc1.O
540.0,O=C1CCCC(=O)O1
1320.0,CC(=O)CCc1ccc(O)cc1
338.0,CCCCN1CCOCC1
176.0,CCOc1ccc(NC(=O)CC(C)=O)cc1
90.0,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
7000.0,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
986.0,CCO[Si](CCCSC#N)(OCC)OCC
2000.0,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1
4440.0,O=S(=O)(O)c1ccc2ccccc2c1
225.0,Cc1cc(Cl)ccc1N=CN(C)C.Cl
5000.0,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C
5210.0,O=C1NC(=O)C(=O)C(=O)N1
2000.0,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O
669.0,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1
690.0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
1700.0,O=C(O)CCc1nc2ccccc2[nH]1
4500.0,COc1ccc(C(=O)N2CCCC2=O)cc1
190.0,Cl.NC1CCN(c2cccc(Cl)n2)CC1
1986.0,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
261.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
